date,102364,102740,102813,600072,600685,601878
2020-10-09,0,100,0,0,0,0
2020-10-12,0,-50,0,100,0,41
2020-10-13,0,-50,0,-57,7,-41
2020-10-14,0,0,0,87,100,0
2020-10-15,0,23,0,15,-100,100
2020-10-16,0,-23,0,-63,-7,-26
2020-10-19,0,0,0,-69,0,10
2020-10-20,0,13,0,100,0,30
2020-10-21,73,-13,0,-87,100,-100
2020-10-22,-73,0,0,25,28,-14
2020-10-23,0,0,0,94,-80,0
2020-10-26,0,0,0,100,100,0
2020-10-27,0,0,0,-100,63,100
2020-10-28,0,0,0,-100,-32,100
2020-10-29,0,0,0,-2,-24,-8
2020-10-30,0,100,0,-43,-100,21
2020-11-02,0,-100,0,0,43,-100
2020-11-03,0,0,0,100,53,-100
2020-11-04,0,0,0,-64,55,-13
2020-11-05,0,0,0,-36,-100,0
2020-11-06,0,0,0,100,100,0
2020-11-09,0,0,0,100,67,0
2020-11-10,0,100,0,100,100,73
2020-11-11,0,-100,0,100,-41,-26
2020-11-12,0,0,0,-100,-100,-47
2020-11-13,0,0,0,-74,-100,100
2020-11-16,0,0,0,-63,-30,-100
2020-11-17,0,0,0,-100,100,0
2020-11-18,0,0,0,-63,100,0
2020-11-19,0,0,0,100,44,0
2020-11-20,0,0,0,-73,-100,0
2020-11-23,0,100,0,-27,-100,0
2020-11-24,0,-100,0,0,-100,100
2020-11-25,0,0,0,0,-46,-100
2020-11-26,0,0,0,95,0,100
2020-11-27,0,0,28,13,0,-79
2020-11-30,0,0,-28,-100,55,-21
2020-12-01,0,0,0,-8,-55,0
2020-12-02,0,0,0,0,100,0
2020-12-03,0,0,0,48,-100,13
2020-12-04,0,0,0,44,86,-13
2020-12-07,0,100,0,100,-59,18
2020-12-08,0,-100,0,-100,100,100
2020-12-09,0,0,0,100,100,-100
2020-12-10,0,0,0,-100,100,-18
2020-12-11,0,0,0,-92,-8,100
2020-12-14,0,0,0,0,73,-98
2020-12-15,0,36,0,0,91,-2
2020-12-16,0,100,0,0,-29,0
2020-12-17,0,-100,0,0,-38,100
2020-12-18,0,100,0,0,-48,-61
2020-12-21,0,-100,0,34,100,10
2020-12-22,0,-36,0,-34,-52,100
2020-12-23,0,100,0,100,-100,0
2020-12-24,0,-100,0,-100,-100,-100
2020-12-25,0,0,0,0,-100,-49
2020-12-28,0,0,0,100,-7,0
2020-12-29,0,100,0,100,21,100
2020-12-30,0,-100,0,-100,100,-27
2020-12-31,0,0,0,-39,-100,-54
2021-01-04,0,91,0,-59,92,41
2021-01-05,0,100,0,63,-100,-60
2021-01-06,0,-47,0,100,100,0
2021-01-07,100,-100,0,-100,-8,0
2021-01-08,-100,-44,0,-65,31,100
2021-01-11,0,6,0,0,100,-100
2021-01-12,0,-6,0,0,-37,0
2021-01-13,0,0,0,0,-55,0
2021-01-14,0,0,0,0,100,0
2021-01-15,0,0,0,100,100,100
2021-01-18,0,100,67,-100,-100,-100
2021-01-19,0,73,-67,0,100,0
2021-01-20,0,-100,0,0,-100,0
2021-01-21,0,100,0,0,-100,0
2021-01-22,0,100,0,100,-100,0
2021-01-25,0,-44,0,100,-79,0
2021-01-26,0,-100,0,100,100,0
2021-01-27,0,100,0,-100,100,0
2021-01-28,0,-100,0,-13,-14,100
2021-01-29,0,-100,0,-100,-100,-100
2021-02-01,0,-29,0,-87,81,0
2021-02-02,0,0,0,0,-100,0
2021-02-03,0,0,0,0,-100,0
2021-02-04,0,100,0,0,-41,34
2021-02-05,0,-100,0,0,76,-34
2021-02-08,0,100,0,0,-76,0
2021-02-09,0,-100,0,0,0,100
2021-02-10,0,100,0,0,20,-100
2021-02-18,0,100,0,0,13,100
2021-02-19,0,-100,0,0,100,100
2021-02-22,0,-100,0,34,86,-100
2021-02-23,0,0,0,-34,100,100
2021-02-24,0,0,0,0,-100,100
2021-02-25,0,0,0,0,1,100
2021-02-26,0,0,0,0,6,100
2021-03-01,0,0,0,0,-89,-100
2021-03-02,0,18,0,0,100,100
2021-03-03,100,-18,0,2,100,-100
2021-03-04,-100,100,0,14,-100,-100
2021-03-05,0,100,0,-16,100,-90
2021-03-08,0,100,0,0,-100,100
2021-03-09,0,100,0,0,48,-100
2021-03-10,0,100,0,0,-4,-21
2021-03-11,0,100,0,0,100,-100
2021-03-12,0,79,0,100,-100,100
2021-03-15,0,-100,0,-100,-100,-100
2021-03-16,0,-100,0,37,-100,-8
2021-03-17,0,-100,0,84,100,-81
2021-03-18,0,100,0,-100,29,0
2021-03-19,0,-100,0,-21,-28,0
2021-03-22,0,-100,0,0,100,100
2021-03-23,0,-100,0,0,-70,-96
2021-03-24,0,-100,0,0,82,-4
2021-03-25,0,27,100,38,100,0
2021-03-26,0,50,-100,-38,-88,100
2021-03-29,0,-100,0,0,100,-54
